"";"latitude";"longitude";"unixtime";"velocidades";"file_name"
"1152";37,790641784668;-122,399566650391;2008-06-02 12:40:10;19;496
"1154";37,7916107177734;-122,399360656738;2008-06-02 12:40:11;8;321
"1156";37,7934608459473;-122,397727966309;2008-06-02 12:40:12;13;355
"1163";37,7929801940918;-122,404182434082;2008-06-02 12:40:15;14;527
"1167";37,7921714782715;-122,406341552734;2008-06-02 12:40:18;23;252
"1168";37,791088104248;-122,403381347656;2008-06-02 12:40:18;10;409
"1173";37,790641784668;-122,404151916504;2008-06-02 12:40:21;5;372
"1175";37,7934494018555;-122,404541015625;2008-06-02 12:40:23;5;38
"1182";37,7945213317871;-122,396789550781;2008-06-02 12:40:26;1;60
"1187";37,7929611206055;-122,39949798584;2008-06-02 12:40:29;29;167
"1195";37,7904396057129;-122,403007507324;2008-06-02 12:40:33;3;193
"1200";37,7904205322266;-122,402519226074;2008-06-02 12:40:36;5;22
"1205";37,7892684936523;-122,405410766602;2008-06-02 12:40:39;16;495
"1206";37,7945899963379;-122,396392822266;2008-06-02 12:40:40;0;375
"1209";37,7906188964844;-122,403442382813;2008-06-02 12:40:42;18;501
"1210";37,7941589355469;-122,396881103516;2008-06-02 12:40:43;0;122
"1215";37,7902297973633;-122,400291442871;2008-06-02 12:40:45;9;376
"1217";37,79296875;-122,401298522949;2008-06-02 12:40:46;13;325
"1218";37,7932014465332;-122,404373168945;2008-06-02 12:40:47;17;200
"1223";37,7927284240723;-122,398490905762;2008-06-02 12:40:47;27;381
"1222";37,7945899963379;-122,396392822266;2008-06-02 12:40:47;5;375
"1228";37,7923393249512;-122,400909423828;2008-06-02 12:40:51;0;301
"1229";37,7918510437012;-122,401481628418;2008-06-02 12:40:51;43;451
"1231";37,7905311584473;-122,403999328613;2008-06-02 12:40:52;8;501
"1230";37,7919616699219;-122,401481628418;2008-06-02 12:40:52;4;451
"1233";37,7935485839844;-122,396667480469;2008-06-02 12:40:54;12;242
"1235";37,7919998168945;-122,404029846191;2008-06-02 12:40:55;0;365
"1237";37,7928581237793;-122,405090332031;2008-06-02 12:40:58;16;147
"1239";37,7939491271973;-122,397407531738;2008-06-02 12:40:59;1;457
"1238";37,7909088134766;-122,400077819824;2008-06-02 12:40:59;4;430
"1243";37,7942581176758;-122,399948120117;2008-06-02 12:41:01;16;177
"1245";37,7947616577148;-122,396446228027;2008-06-02 12:41:01;12;386
"1244";37,7919998168945;-122,404029846191;2008-06-02 12:41:01;6;365
"1241";37,7905082702637;-122,405838012695;2008-06-02 12:41:01;15;61
"1252";37,7946014404297;-122,400512695313;2008-06-02 12:41:03;5;422
"1254";37,7923583984375;-122,406356811523;2008-06-02 12:41:05;27;527
"1256";37,7890892028809;-122,402397155762;2008-06-02 12:41:06;25;496
"1255";37,7922782897949;-122,406318664551;2008-06-02 12:41:06;12;467
"1260";37,7919502258301;-122,396430969238;2008-06-02 12:41:08;20;355
"1263";37,7896194458008;-122,403762817383;2008-06-02 12:41:08;22;450
"1262";37,7909317016602;-122,401786804199;2008-06-02 12:41:08;10;409
"1264";37,7889518737793;-122,404022216797;2008-06-02 12:41:09;6;189
"1268";37,7932815551758;-122,404632568359;2008-06-02 12:41:10;0;428
"1267";37,7912216186523;-122,404258728027;2008-06-02 12:41:10;13;232
"1270";37,7904815673828;-122,406471252441;2008-06-02 12:41:11;11;70
"1272";37,7939109802246;-122,402847290039;2008-06-02 12:41:11;27;459
"1285";37,7906799316406;-122,405006408691;2008-06-02 12:41:19;0;61
"1287";37,7924308776855;-122,405700683594;2008-06-02 12:41:20;2;68
"1298";37,7943115234375;-122,404808044434;2008-06-02 12:41:25;11;38
"1302";37,7933082580566;-122,404609680176;2008-06-02 12:41:26;1;428
"1300";37,7902488708496;-122,400421142578;2008-06-02 12:41:26;1;321
"1303";37,7944488525391;-122,396492004395;2008-06-02 12:41:27;0;60
"1307";37,7909088134766;-122,402931213379;2008-06-02 12:41:29;18;372
"1321";37,7902793884277;-122,400436401367;2008-06-02 12:41:35;11;321
"1320";37,7899284362793;-122,403266906738;2008-06-02 12:41:35;35;193
"1328";37,7907104492188;-122,405029296875;2008-06-02 12:41:37;2;61
"1332";37,7923583984375;-122,401031494141;2008-06-02 12:41:38;5;301
"1334";37,7895011901855;-122,402778625488;2008-06-02 12:41:41;33;22
"1336";37,7897415161133;-122,401489257813;2008-06-02 12:41:43;8;381
"1339";37,7925910949707;-122,403701782227;2008-06-02 12:41:45;6;325
"1341";37,7908897399902;-122,398628234863;2008-06-02 12:41:46;14;376
"1342";37,7949485778809;-122,399841308594;2008-06-02 12:41:47;9;422
"1354";37,7906913757324;-122,404922485352;2008-06-02 12:41:53;1;61
"1356";37,7897796630859;-122,405418395996;2008-06-02 12:41:54;23;501
"1355";37,7916793823242;-122,402236938477;2008-06-02 12:41:54;4;451
"1360";37,7940902709961;-122,397399902344;2008-06-02 12:41:55;0;457
"1357";37,7920913696289;-122,39835357666;2008-06-02 12:41:55;21;242
"1362";37,795108795166;-122,399749755859;2008-06-02 12:41:56;19;294
"1365";37,7924308776855;-122,404357910156;2008-06-02 12:41:58;1;450
"1366";37,7903518676758;-122,400436401367;2008-06-02 12:42:00;8;430
"1369";37,7925910949707;-122,402328491211;2008-06-02 12:42:02;20;177
"1370";37,7926483154297;-122,403022766113;2008-06-02 12:42:02;11;365
"1375";37,7895889282227;-122,402992248535;2008-06-02 12:42:04;2;291
"1376";37,7929801940918;-122,403350830078;2008-06-02 12:42:05;2;232
"1378";37,7947311401367;-122,400253295898;2008-06-02 12:42:06;7;145
"1379";37,7902412414551;-122,401672363281;2008-06-02 12:42:06;31;459
"1380";37,7950782775879;-122,399276733398;2008-06-02 12:42:07;46;422
"1381";37,7944107055664;-122,39909362793;2008-06-02 12:42:08;14;386
"1382";37,7924613952637;-122,40380859375;2008-06-02 12:42:08;0;467
"1385";37,7907295227051;-122,399871826172;2008-06-02 12:42:09;3;409
"1384";37,7934913635254;-122,396461486816;2008-06-02 12:42:09;17;375
"1387";37,7908210754395;-122,404373168945;2008-06-02 12:42:10;11;70
"1386";37,7924690246582;-122,405288696289;2008-06-02 12:42:10;0;68
"1390";37,789421081543;-122,402862548828;2008-06-02 12:42:10;1;189
"1392";37,7924690246582;-122,405288696289;2008-06-02 12:42:12;7;68
"1393";37,7894287109375;-122,402862548828;2008-06-02 12:42:12;2;189
"1400";37,7952995300293;-122,398139953613;2008-06-02 12:42:15;12;422
"1410";37,7900505065918;-122,400238037109;2008-06-02 12:42:19;9;372
"1411";37,7941398620605;-122,402877807617;2008-06-02 12:42:20;25;38
"1413";37,7901802062988;-122,403167724609;2008-06-02 12:42:21;26;459
"1425";37,7891502380371;-122,402282714844;2008-06-02 12:42:25;10;381
"1430";37,7933006286621;-122,404411315918;2008-06-02 12:42:27;7;428
"1432";37,7944984436035;-122,39656829834;2008-06-02 12:42:28;0;60
"1437";37,7923889160156;-122,404159545898;2008-06-02 12:42:31;1;450
"1435";37,7890510559082;-122,398422241211;2008-06-02 12:42:31;14;139
"1440";37,7919502258301;-122,400886535645;2008-06-02 12:42:32;12;321
"1441";37,7922592163086;-122,402839660645;2008-06-02 12:42:32;21;325
"1442";37,792839050293;-122,403251647949;2008-06-02 12:42:33;0;232
"1448";37,7931900024414;-122,404281616211;2008-06-02 12:42:35;15;428
"1449";37,7925491333008;-122,405059814453;2008-06-02 12:42:35;6;469
"1456";37,7925682067871;-122,405029296875;2008-06-02 12:42:37;8;469
"1458";37,7893218994141;-122,40160369873;2008-06-02 12:42:38;14;360
"1460";37,7941703796387;-122,396926879883;2008-06-02 12:42:39;0;122
"1462";37,7919883728027;-122,40274810791;2008-06-02 12:42:39;9;451
"1467";37,7919502258301;-122,402061462402;2008-06-02 12:42:41;35;301
"1469";37,7923889160156;-122,404121398926;2008-06-02 12:42:42;7;450
"1471";37,7928314208984;-122,40323638916;2008-06-02 12:42:45;2;232
"1476";37,79248046875;-122,403778076172;2008-06-02 12:42:48;2;467
"1484";37,7891502380371;-122,403793334961;2008-06-02 12:42:55;8;14
"1485";37,7940216064453;-122,397399902344;2008-06-02 12:42:55;0;457
"1486";37,79248046875;-122,403732299805;2008-06-02 12:42:55;1;467
"1489";37,7931709289551;-122,401138305664;2008-06-02 12:42:57;13;365
"1490";37,793041229248;-122,39697265625;2008-06-02 12:42:57;14;376
"1488";37,7928009033203;-122,397468566895;2008-06-02 12:42:57;3;294
"1491";37,7908515930176;-122,404640197754;2008-06-02 12:42:58;4;61
"1493";37,7894897460938;-122,401237487793;2008-06-02 12:43:00;31;242
"1494";37,7900009155273;-122,402076721191;2008-06-02 12:43:00;24;430
"1497";37,7896003723145;-122,403861999512;2008-06-02 12:43:02;9;196
"1498";37,7941589355469;-122,404731750488;2008-06-02 12:43:02;7;428
"1499";37,7923698425293;-122,406326293945;2008-06-02 12:43:03;19;177
"1500";37,7906188964844;-122,406181335449;2008-06-02 12:43:03;8;493
"1501";37,7894515991211;-122,402542114258;2008-06-02 12:43:04;4;291
"1505";37,7950897216797;-122,401748657227;2008-06-02 12:43:08;26;386
"1506";37,7907600402832;-122,399200439453;2008-06-02 12:43:08;8;409
"1507";37,7931900024414;-122,399772644043;2008-06-02 12:43:09;15;375
"1509";37,7925910949707;-122,404457092285;2008-06-02 12:43:10;4;70
"1514";37,7935981750488;-122,39762878418;2008-06-02 12:43:10;13;422
"1518";37,7914009094238;-122,396446228027;2008-06-02 12:43:12;11;391
"1517";37,7892799377441;-122,402473449707;2008-06-02 12:43:12;4;189
"1532";37,7953186035156;-122,4033203125;2008-06-02 12:43:20;25;148
"1530";37,7904014587402;-122,401626586914;2008-06-02 12:43:20;24;38
"1534";37,7890281677246;-122,40308380127;2008-06-02 12:43:21;0;14
"1536";37,7924194335938;-122,403633117676;2008-06-02 12:43:21;9;467
"1543";37,7918281555176;-122,404472351074;2008-06-02 12:43:23;11;440
"1548";37,7953796386719;-122,397178649902;2008-06-02 12:43:27;10;289
"1553";37,7944107055664;-122,396476745605;2008-06-02 12:43:29;2;60
"1560";37,7943000793457;-122,400299072266;2008-06-02 12:43:31;6;179
"1561";37,7890815734863;-122,40258026123;2008-06-02 12:43:32;10;325
"1562";37,7905616760254;-122,399688720703;2008-06-02 12:43:32;13;360
"1564";37,7916717529297;-122,401336669922;2008-06-02 12:43:33;8;372
"1565";37,7923889160156;-122,40657043457;2008-06-02 12:43:33;31;469
"1566";37,7925415039063;-122,404090881348;2008-06-02 12:43:34;5;70
"1567";37,7926483154297;-122,403022766113;2008-06-02 12:43:34;11;232
"1570";37,7944488525391;-122,396476745605;2008-06-02 12:43:35;13;60
"1574";37,7905197143555;-122,404151916504;2008-06-02 12:43:37;15;313
"1573";37,7910385131836;-122,396781921387;2008-06-02 12:43:37;22;139
"1578";37,7890205383301;-122,40308380127;2008-06-02 12:43:38;6;14
"1579";37,7934494018555;-122,40421295166;2008-06-02 12:43:38;15;450
"1581";37,7919387817383;-122,404556274414;2008-06-02 12:43:39;4;451
"1591";37,790340423584;-122,398330688477;2008-06-02 12:43:44;18;409
"1589";37,788990020752;-122,402290344238;2008-06-02 12:43:44;22;189
"1596";37,7921600341797;-122,406051635742;2008-06-02 12:43:49;5;51
"1599";37,7900199890137;-122,398231506348;2008-06-02 12:43:51;24;409
"1598";37,7890281677246;-122,402687072754;2008-06-02 12:43:51;5;64
"1602";37,7933883666992;-122,398490905762;2008-06-02 12:43:53;10;145
"1603";37,7941703796387;-122,396919250488;2008-06-02 12:43:54;0;122
"1604";37,7932205200195;-122,397033691406;2008-06-02 12:43:54;0;294
"1605";37,7941017150879;-122,397308349609;2008-06-02 12:43:55;2;457
"1606";37,7951202392578;-122,40087890625;2008-06-02 12:43:57;3;365
"1610";37,7952995300293;-122,404747009277;2008-06-02 12:43:59;1;428
"1618";37,7943496704102;-122,404373168945;2008-06-02 12:44:02;8;450
"1619";37,7890892028809;-122,403732299805;2008-06-02 12:44:02;9;532
"1620";37,7897987365723;-122,404876708984;2008-06-02 12:44:04;28;38
"1621";37,7915802001953;-122,404190063477;2008-06-02 12:44:04;6;61
"1623";37,7893295288086;-122,401657104492;2008-06-02 12:44:06;17;291
"1624";37,7911491394043;-122,404067993164;2008-06-02 12:44:07;13;196
"1627";37,7933502197266;-122,402709960938;2008-06-02 12:44:10;9;375
"1632";37,791618347168;-122,396911621094;2008-06-02 12:44:13;21;422
"1637";37,79541015625;-122,403350830078;2008-06-02 12:44:15;16;346
"1640";37,7928085327148;-122,398147583008;2008-06-02 12:44:17;14;391
"1645";37,7916488647461;-122,402206420898;2008-06-02 12:44:20;26;148
"1648";37,7890510559082;-122,402206420898;2008-06-02 12:44:22;2;14
"1650";37,7930908203125;-122,402946472168;2008-06-02 12:44:23;22;440
"1652";37,7934913635254;-122,404541015625;2008-06-02 12:44:25;5;290
"1654";37,7922096252441;-122,405982971191;2008-06-02 12:44:26;12;210
"1658";37,7938995361328;-122,396339416504;2008-06-02 12:44:27;16;289
"1663";37,7923393249512;-122,405982971191;2008-06-02 12:44:29;10;509
"1665";37,7955207824707;-122,401756286621;2008-06-02 12:44:31;5;321
"1667";37,7926406860352;-122,403106689453;2008-06-02 12:44:32;7;70
"1668";37,793529510498;-122,400993347168;2008-06-02 12:44:32;10;179
"1666";37,7895698547363;-122,402717590332;2008-06-02 12:44:32;0;64
"1670";37,7895698547363;-122,402717590332;2008-06-02 12:44:33;8;64
"1673";37,7943687438965;-122,404968261719;2008-06-02 12:44:36;13;241
"1679";37,7910804748535;-122,402000427246;2008-06-02 12:44:38;23;467
"1683";37,7903709411621;-122,403312683105;2008-06-02 12:44:39;14;381
"1680";37,7909317016602;-122,402313232422;2008-06-02 12:44:39;12;232
"1686";37,7931213378906;-122,397430419922;2008-06-02 12:44:41;57;264
"1689";37,7925910949707;-122,404190063477;2008-06-02 12:44:42;24;451
"1699";37,7923812866211;-122,396331787109;2008-06-02 12:44:49;19;264
"1702";37,7888717651367;-122,402198791504;2008-06-02 12:44:52;40;14
"1707";37,7934799194336;-122,39656829834;2008-06-02 12:44:53;9;145
"1709";37,7924385070801;-122,404022216797;2008-06-02 12:44:54;6;61
"1712";37,7940101623535;-122,396919250488;2008-06-02 12:44:55;0;457
"1715";37,7947692871094;-122,401489257813;2008-06-02 12:44:57;0;365
"1716";37,7888603210449;-122,404037475586;2008-06-02 12:44:59;7;303
"1721";37,789478302002;-122,403388977051;2008-06-02 12:45:00;5;462
"1723";37,7932815551758;-122,400123596191;2008-06-02 12:45:01;0;391
"1724";37,7896003723145;-122,402839660645;2008-06-02 12:45:01;3;520
"1726";37,7955284118652;-122,404891967773;2008-06-02 12:45:03;3;428
"1728";37,7925910949707;-122,404777526855;2008-06-02 12:45:04;6;51
"1732";37,7956008911133;-122,402328491211;2008-06-02 12:45:05;0;321
"1733";37,7930717468262;-122,404922485352;2008-06-02 12:45:06;11;196
"1734";37,7956809997559;-122,405052185059;2008-06-02 12:45:06;10;450
"1735";37,7910690307617;-122,399070739746;2008-06-02 12:45:07;19;291
"1737";37,7908210754395;-122,402778625488;2008-06-02 12:45:08;17;493
"1742";37,7944602966309;-122,403816223145;2008-06-02 12:45:09;18;501
"1743";37,7932815551758;-122,400131225586;2008-06-02 12:45:10;6;391
"1745";37,7956085205078;-122,402328491211;2008-06-02 12:45:11;9;321
"1750";37,7954216003418;-122,404891967773;2008-06-02 12:45:14;6;428
"1754";37,7920989990234;-122,40389251709;2008-06-02 12:45:15;36;375
"1755";37,7923889160156;-122,405517578125;2008-06-02 12:45:15;10;388
"1753";37,7932205200195;-122,401931762695;2008-06-02 12:45:15;22;346
"1760";37,7925186157227;-122,404449462891;2008-06-02 12:45:18;3;509
"1762";37,7933197021484;-122,396659851074;2008-06-02 12:45:19;5;360
"1764";37,7943916320801;-122,397407531738;2008-06-02 12:45:20;12;136
"1770";37,7889595031738;-122,402160644531;2008-06-02 12:45:22;3;263
"1771";37,7936897277832;-122,398742675781;2008-06-02 12:45:23;3;440
"1773";37,7926292419434;-122,403739929199;2008-06-02 12:45:24;10;210
"1776";37,7897682189941;-122,400016784668;2008-06-02 12:45:27;48;304
"1778";37,7898216247559;-122,400161743164;2008-06-02 12:45:28;4;304
"1777";37,7929306030273;-122,399322509766;2008-06-02 12:45:28;13;289
"1782";37,7950706481934;-122,400321960449;2008-06-02 12:45:31;14;78
"1785";37,7918891906738;-122,400817871094;2008-06-02 12:45:32;11;179
"1786";37,7897911071777;-122,403747558594;2008-06-02 12:45:33;6;372
"1788";37,7923583984375;-122,403900146484;2008-06-02 12:45:34;19;381
"1794";37,7890510559082;-122,402328491211;2008-06-02 12:45:40;16;232
"1801";37,795539855957;-122,403251647949;2008-06-02 12:45:41;22;321
"1800";37,795280456543;-122,404968261719;2008-06-02 12:45:41;10;313
"1816";37,7893600463867;-122,402618408203;2008-06-02 12:45:47;2;462
"1817";37,7941093444824;-122,396987915039;2008-06-02 12:45:48;10;122
"1821";37,7935104370117;-122,398597717285;2008-06-02 12:45:50;0;440
"1822";37,7952995300293;-122,401947021484;2008-06-02 12:45:51;9;241
"1825";37,7939682006836;-122,396438598633;2008-06-02 12:45:52;4;376
"1824";37,7920913696289;-122,403953552246;2008-06-02 12:45:52;0;51
"1826";37,7927398681641;-122,398139953613;2008-06-02 12:45:53;23;145
"1828";37,7929306030273;-122,403038024902;2008-06-02 12:45:55;10;61
"1836";37,7897911071777;-122,40030670166;2008-06-02 12:46:00;5;493
"1835";37,7893905639648;-122,402801513672;2008-06-02 12:46:00;4;303
"1839";37,792911529541;-122,404350280762;2008-06-02 12:46:01;62;509
"1838";37,7924690246582;-122,402099609375;2008-06-02 12:46:01;9;501
"1837";37,7920799255371;-122,403953552246;2008-06-02 12:46:01;5;51
"1840";37,7940711975098;-122,397048950195;2008-06-02 12:46:02;1;457
"1844";37,7933807373047;-122,404373168945;2008-06-02 12:46:04;28;509
"1847";37,7919998168945;-122,403930664063;2008-06-02 12:46:07;3;51
"1851";37,7944602966309;-122,40348815918;2008-06-02 12:46:08;4;196
"1852";37,7902488708496;-122,402359008789;2008-06-02 12:46:08;7;346
"1860";37,7897605895996;-122,404510498047;2008-06-02 12:46:13;10;372
"1862";37,7929191589355;-122,401397705078;2008-06-02 12:46:14;6;391
"1866";37,7926292419434;-122,403617858887;2008-06-02 12:46:15;2;388
"1870";37,794620513916;-122,399787902832;2008-06-02 12:46:20;5;136
"1872";37,7891311645508;-122,401611328125;2008-06-02 12:46:21;25;263
"1876";37,7950706481934;-122,400146484375;2008-06-02 12:46:23;14;120
"1880";37,7932090759277;-122,401931762695;2008-06-02 12:46:24;14;210
"1881";37,7902603149414;-122,402717590332;2008-06-02 12:46:24;26;346
"1879";37,7932205200195;-122,399871826172;2008-06-02 12:46:24;15;78
"1885";37,7932510375977;-122,398361206055;2008-06-02 12:46:26;1;355
"1888";37,7947616577148;-122,403137207031;2008-06-02 12:46:28;21;290
"1892";37,7900085449219;-122,399307250977;2008-06-02 12:46:29;20;304
"1891";37,7926292419434;-122,401962280273;2008-06-02 12:46:29;9;289
"1897";37,7949981689453;-122,404647827148;2008-06-02 12:46:30;16;381
"1902";37,7902297973633;-122,400718688965;2008-06-02 12:46:32;14;179
"1905";37,7952003479004;-122,403182983398;2008-06-02 12:46:33;1;313
"1907";37,7926216125488;-122,404037475586;2008-06-02 12:46:33;30;532
"1911";37,790168762207;-122,400749206543;2008-06-02 12:46:35;0;493
"1912";37,7945098876953;-122,403129577637;2008-06-02 12:46:36;2;196
"1916";37,7928199768066;-122,401489257813;2008-06-02 12:46:38;6;210
"1921";37,7945404052734;-122,398658752441;2008-06-02 12:46:40;15;122
"1920";37,7904396057129;-122,406227111816;2008-06-02 12:46:40;16;18
"1924";37,7921295166016;-122,403762817383;2008-06-02 12:46:42;7;321
"1925";37,7905197143555;-122,40650177002;2008-06-02 12:46:42;3;354
"1926";37,7909889221191;-122,401718139648;2008-06-02 12:46:43;2;96
"1927";37,7945098876953;-122,403030395508;2008-06-02 12:46:43;9;316
"1929";37,7925300598145;-122,404319763184;2008-06-02 12:46:44;3;387
"1931";37,790111541748;-122,403770446777;2008-06-02 12:46:45;9;70
"1934";37,7900695800781;-122,403800964355;2008-06-02 12:46:47;14;70
"1935";37,7891006469727;-122,402168273926;2008-06-02 12:46:47;14;462
"1936";37,7896308898926;-122,405639648438;2008-06-02 12:46:48;26;372
"1937";37,7935981750488;-122,398490905762;2008-06-02 12:46:48;11;440
"1940";37,790699005127;-122,404487609863;2008-06-02 12:46:51;6;535
"1942";37,7904090881348;-122,401641845703;2008-06-02 12:46:54;8;145
"1944";37,7931289672852;-122,398262023926;2008-06-02 12:46:56;17;355
"1945";37,7941398620605;-122,397239685059;2008-06-02 12:46:56;0;457
"1947";37,7950897216797;-122,403167724609;2008-06-02 12:46:59;0;313
"1954";37,7947387695313;-122,401443481445;2008-06-02 12:47:00;0;365
"1950";37,7913703918457;-122,40209197998;2008-06-02 12:47:00;7;61
"1953";37,7892189025879;-122,401931762695;2008-06-02 12:47:00;17;303
"1956";37,7950897216797;-122,403167724609;2008-06-02 12:47:01;3;313
"1957";37,7920913696289;-122,403327941895;2008-06-02 12:47:02;11;51
"1958";37,7888488769531;-122,402168273926;2008-06-02 12:47:02;30;520
"1960";37,794059753418;-122,397521972656;2008-06-02 12:47:03;1;376
"1962";37,7930183410645;-122,396621704102;2008-06-02 12:47:04;8;294
"1966";37,7946815490723;-122,400527954102;2008-06-02 12:47:06;16;290
"1967";37,7901382446289;-122,400802612305;2008-06-02 12:47:06;34;493
"1968";37,7910499572754;-122,402893066406;2008-06-02 12:47:07;20;501
"1975";37,7895393371582;-122,40650177002;2008-06-02 12:47:10;26;346
"1977";37,792839050293;-122,40251159668;2008-06-02 12:47:11;22;391
"1979";37,7944488525391;-122,398017883301;2008-06-02 12:47:12;8;120
"1982";37,7945289611816;-122,401817321777;2008-06-02 12:47:14;10;428
"1987";37,7901992797852;-122,401992797852;2008-06-02 12:47:17;17;493
"1990";37,7952690124512;-122,403427124023;2008-06-02 12:47:19;16;471
"1994";37,7904014587402;-122,406158447266;2008-06-02 12:47:21;0;354
"1997";37,7903213500977;-122,402351379395;2008-06-02 12:47:22;8;145
"1995";37,7945518493652;-122,400772094727;2008-06-02 12:47:22;0;136
"1999";37,7928581237793;-122,403099060059;2008-06-02 12:47:22;13;388
"1998";37,7904014587402;-122,406158447266;2008-06-02 12:47:22;7;354
"2002";37,7906684875488;-122,403747558594;2008-06-02 12:47:24;12;69
"2012";37,7938117980957;-122,396766662598;2008-06-02 12:47:29;1;78
"2014";37,7929611206055;-122,403739929199;2008-06-02 12:47:30;25;289
"2019";37,7908592224121;-122,403388977051;2008-06-02 12:47:32;8;179
"2024";37,7948684692383;-122,403091430664;2008-06-02 12:47:33;64;196
"2026";37,7924308776855;-122,403732299805;2008-06-02 12:47:33;5;387
"2029";37,7949714660645;-122,402931213379;2008-06-02 12:47:34;12;196
"2030";37,7924385070801;-122,403739929199;2008-06-02 12:47:34;1;387
"2035";37,7950210571289;-122,402740478516;2008-06-02 12:47:39;12;20
"2041";37,7909507751465;-122,403091430664;2008-06-02 12:47:41;1;18
"2047";37,7952117919922;-122,403602600098;2008-06-02 12:47:44;0;313
"2046";37,790958404541;-122,403091430664;2008-06-02 12:47:44;1;18
"2049";37,7910499572754;-122,403167724609;2008-06-02 12:47:46;10;321
"2050";37,7922592163086;-122,404418945313;2008-06-02 12:47:47;7;70
"2051";37,7916984558105;-122,400917053223;2008-06-02 12:47:47;16;210
"2052";37,7929382324219;-122,402702331543;2008-06-02 12:47:47;22;316
"2055";37,7942390441895;-122,396507263184;2008-06-02 12:47:49;3;440
"2056";37,7910118103027;-122,401268005371;2008-06-02 12:47:50;2;96
"2059";37,7914009094238;-122,403587341309;2008-06-02 12:47:51;0;535
"2061";37,7906188964844;-122,399772644043;2008-06-02 12:47:52;88;303
"2060";37,793758392334;-122,397338867188;2008-06-02 12:47:52;1;120
"2062";37,7906799316406;-122,400039672852;2008-06-02 12:47:53;9;303
"2063";37,7923011779785;-122,40119934082;2008-06-02 12:47:54;24;355
"2065";37,7952117919922;-122,403602600098;2008-06-02 12:47:55;0;313
"2066";37,7955589294434;-122,402969360352;2008-06-02 12:47:55;14;411
"2064";37,7909317016602;-122,400871276855;2008-06-02 12:47:55;9;61
"2071";37,7941284179688;-122,397758483887;2008-06-02 12:47:56;0;376
"2072";37,7923812866211;-122,397789001465;2008-06-02 12:47:57;22;294
"2077";37,7903709411621;-122,399291992188;2008-06-02 12:47:59;25;462
"2079";37,7947807312012;-122,401527404785;2008-06-02 12:48:00;0;365
"2081";37,7942314147949;-122,397071838379;2008-06-02 12:48:01;2;457
"2082";37,7896614074707;-122,405990600586;2008-06-02 12:48:01;17;501
"2084";37,7950210571289;-122,401817321777;2008-06-02 12:48:03;9;20
"2089";37,7924880981445;-122,406593322754;2008-06-02 12:48:06;38;289
"2091";37,7922782897949;-122,406372070313;2008-06-02 12:48:07;8;391
"2094";37,7907600402832;-122,404731750488;2008-06-02 12:48:08;2;493
"2099";37,7934608459473;-122,401512145996;2008-06-02 12:48:11;15;51
"2100";37,7933387756348;-122,401062011719;2008-06-02 12:48:11;0;316
"2105";37,7914009094238;-122,403587341309;2008-06-02 12:48:13;0;535
"2104";37,7933387756348;-122,401062011719;2008-06-02 12:48:13;12;316
"2106";37,7950706481934;-122,399963378906;2008-06-02 12:48:15;19;428
"2109";37,7914009094238;-122,403587341309;2008-06-02 12:48:16;18;535
"2111";37,7941017150879;-122,401290893555;2008-06-02 12:48:17;13;388
"2114";37,7929191589355;-122,40306854248;2008-06-02 12:48:18;0;471
"2117";37,7936515808105;-122,397361755371;2008-06-02 12:48:19;13;120
"2119";37,7894401550293;-122,401840209961;2008-06-02 12:48:20;16;147
"2123";37,7929191589355;-122,40306854248;2008-06-02 12:48:21;8;471
"2125";37,7900505065918;-122,403861999512;2008-06-02 12:48:23;20;145
"2129";37,7915000915527;-122,405830383301;2008-06-02 12:48:24;25;354
"2135";37,7945518493652;-122,400588989258;2008-06-02 12:48:26;0;136
"2133";37,790599822998;-122,401382446289;2008-06-02 12:48:26;4;69
"2141";37,7924613952637;-122,404846191406;2008-06-02 12:48:30;4;454
"2143";37,789680480957;-122,403717041016;2008-06-02 12:48:32;15;179
"2147";37,792610168457;-122,403526306152;2008-06-02 12:48:34;7;387
"2145";37,7940788269043;-122,396896362305;2008-06-02 12:48:34;17;78
"2154";37,7900085449219;-122,404159545898;2008-06-02 12:48:36;21;321
"2151";37,7899208068848;-122,402076721191;2008-06-02 12:48:36;11;210
"2160";37,7907791137695;-122,400917053223;2008-06-02 12:48:41;5;96
"2165";37,7905387878418;-122,397277832031;2008-06-02 12:48:42;20;296
"2169";37,7909393310547;-122,402717590332;2008-06-02 12:48:45;8;18
"2170";37,7889099121094;-122,403541564941;2008-06-02 12:48:45;11;27
"2172";37,7933311462402;-122,404739379883;2008-06-02 12:48:47;14;70
"2173";37,792308807373;-122,396209716797;2008-06-02 12:48:48;3;462
"2174";37,7941284179688;-122,397216796875;2008-06-02 12:48:49;0;440
"2180";37,7916107177734;-122,398620605469;2008-06-02 12:48:53;10;303
"2179";37,7933616638184;-122,398773193359;2008-06-02 12:48:53;14;120
"2181";37,79248046875;-122,405853271484;2008-06-02 12:48:54;16;355
"2183";37,793399810791;-122,40234375;2008-06-02 12:48:55;9;411
"2184";37,792308807373;-122,400871276855;2008-06-02 12:48:56;1;61
"2187";37,7899398803711;-122,400756835938;2008-06-02 12:48:57;0;294
"2191";37,7937393188477;-122,401176452637;2008-06-02 12:49:00;10;20
"2197";37,7941589355469;-122,397750854492;2008-06-02 12:49:02;0;376
"2199";37,7904891967773;-122,405418395996;2008-06-02 12:49:03;8;385
